date,price_rupees_per_kg,volume_quintals,promo_flag,year,month,day_of_week,day_of_year,week_of_year
2023-04-25,34.74,5131.34,0,2023,4,1,115,17
2023-04-26,34.6,4995.71,0,2023,4,2,116,17
2023-04-27,36.96,4930.79,0,2023,4,3,117,17
2023-04-28,38.28,4887.13,0,2023,4,4,118,17
2023-04-29,37.15,4691.57,0,2023,4,5,119,17
2023-04-30,40.18,4620.44,0,2023,4,6,120,17
2023-05-01,42.22,4574.19,0,2023,5,0,121,18
2023-05-02,40.68,4784.87,0,2023,5,1,122,18
2023-05-03,39.75,4753.32,0,2023,5,2,123,18
2023-05-04,39.47,5128.35,0,2023,5,3,124,18
2023-05-05,39.53,5027.45,0,2023,5,4,125,18
2023-05-06,41.87,4597.51,0,2023,5,5,126,18
2023-05-07,42.8,5024.4,0,2023,5,6,127,18
2023-05-08,44.19,5102.63,0,2023,5,0,128,19
2023-05-09,44.87,3893.21,0,2023,5,1,129,19
2023-05-10,46.91,4684.18,0,2023,5,2,130,19
2023-05-11,40.29,5635.51,1,2023,5,3,131,19
2023-05-12,44.3,4775.02,0,2023,5,4,132,19
2023-05-13,40.5,5096.27,0,2023,5,5,133,19
2023-05-14,39.03,4535.46,0,2023,5,6,134,19
2023-05-15,37.04,5469.12,1,2023,5,0,135,20
2023-05-16,40.87,4957.34,0,2023,5,1,136,20
2023-05-17,40.75,4753.25,0,2023,5,2,137,20
2023-05-18,39.85,4257.04,0,2023,5,3,138,20
2023-05-19,39.38,5539.95,0,2023,5,4,139,20
2023-05-20,41.6,4857.54,0,2023,5,5,140,20
2023-05-21,40.45,4928.72,0,2023,5,6,141,20
2023-05-22,42.79,5020.02,0,2023,5,0,142,21
2023-05-23,40.01,5754.43,1,2023,5,1,143,21
2023-05-24,42.62,4658.0,0,2023,5,2,144,21
2023-05-25,39.93,4357.71,0,2023,5,3,145,21
2023-05-26,41.3,4502.42,0,2023,5,4,146,21
2023-05-27,40.21,4855.01,0,2023,5,5,147,21
2023-05-28,38.51,4324.7,0,2023,5,6,148,21
2023-05-29,40.02,4558.17,0,2023,5,0,149,22
2023-05-30,38.37,4553.24,0,2023,5,1,150,22
2023-05-31,38.31,4877.36,0,2023,5,2,151,22
2023-06-01,39.55,4945.07,0,2023,6,3,152,22
2023-06-02,43.91,4777.07,0,2023,6,4,153,22
2023-06-03,42.75,4912.04,0,2023,6,5,154,22
2023-06-04,42.41,5041.07,0,2023,6,6,155,22
2023-06-05,44.07,4728.87,0,2023,6,0,156,23
2023-06-06,42.35,5198.61,0,2023,6,1,157,23
2023-06-07,54.38,4067.09,0,2023,6,2,158,23
2023-06-08,55.5,3923.11,0,2023,6,3,159,23
2023-06-09,53.8,4242.0,0,2023,6,4,160,23
2023-06-10,54.4,3965.17,0,2023,6,5,161,23
2023-06-11,53.48,4631.64,0,2023,6,6,162,23
2023-06-12,51.07,4535.76,0,2023,6,0,163,24
2023-06-13,49.94,4478.16,0,2023,6,1,164,24
2023-06-14,48.63,4358.07,0,2023,6,2,165,24
2023-06-15,47.9,4232.59,0,2023,6,3,166,24
2023-06-16,47.52,4584.4,0,2023,6,4,167,24
2023-06-17,47.68,4027.92,0,2023,6,5,168,24
2023-06-18,47.46,4837.2,0,2023,6,6,169,24
2023-06-19,42.71,4561.11,0,2023,6,0,170,25
2023-06-20,42.73,4705.2,0,2023,6,1,171,25
2023-06-21,40.49,4452.83,0,2023,6,2,172,25
2023-06-22,40.67,4933.55,0,2023,6,3,173,25
2023-06-23,40.95,4566.19,0,2023,6,4,174,25
2023-06-24,42.77,4806.23,0,2023,6,5,175,25
2023-06-25,42.53,4850.6,0,2023,6,6,176,25
2023-06-26,42.83,4414.23,0,2023,6,0,177,26
2023-06-27,43.9,4218.12,0,2023,6,1,178,26
2023-06-28,45.38,4940.71,0,2023,6,2,179,26
2023-06-29,44.49,4467.91,0,2023,6,3,180,26
2023-06-30,44.31,4602.19,0,2023,6,4,181,26
2023-07-01,44.17,4687.04,0,2023,7,5,182,26
2023-07-02,43.37,4205.31,0,2023,7,6,183,26
2023-07-03,35.98,6238.63,1,2023,7,0,184,27
2023-07-04,39.17,4821.01,0,2023,7,1,185,27
2023-07-05,39.24,4595.17,0,2023,7,2,186,27
2023-07-06,38.31,4487.72,0,2023,7,3,187,27
2023-07-07,42.26,4818.67,0,2023,7,4,188,27
2023-07-08,43.46,4915.46,0,2023,7,5,189,27
2023-07-09,43.82,4612.62,0,2023,7,6,190,27
2023-07-10,43.15,4162.04,0,2023,7,0,191,28
2023-07-11,43.75,4245.52,0,2023,7,1,192,28
2023-07-12,42.76,4482.5,0,2023,7,2,193,28
2023-07-13,43.49,5044.92,0,2023,7,3,194,28
2023-07-14,43.98,4476.87,0,2023,7,4,195,28
2023-07-15,42.53,4483.09,0,2023,7,5,196,28
2023-07-16,41.33,4181.31,0,2023,7,6,197,28
2023-07-17,43.11,4397.31,0,2023,7,0,198,29
2023-07-18,42.7,4245.34,0,2023,7,1,199,29
2023-07-19,41.18,4390.08,0,2023,7,2,200,29
2023-07-20,40.62,4755.04,0,2023,7,3,201,29
2023-07-21,39.17,4671.03,0,2023,7,4,202,29
2023-07-22,39.51,5284.57,0,2023,7,5,203,29
2023-07-23,41.04,5021.17,0,2023,7,6,204,29
2023-07-24,40.82,4526.36,0,2023,7,0,205,30
2023-07-25,44.26,4261.74,0,2023,7,1,206,30
2023-07-26,43.81,4974.52,0,2023,7,2,207,30
2023-07-27,43.27,5084.71,0,2023,7,3,208,30
2023-07-28,35.2,5236.54,1,2023,7,4,209,30
2023-07-29,40.99,4728.32,0,2023,7,5,210,30
2023-07-30,40.11,4669.18,0,2023,7,6,211,30
2023-07-31,51.72,4358.84,0,2023,7,0,212,31
2023-08-01,53.41,4662.31,0,2023,8,1,213,31
2023-08-02,52.22,3994.01,0,2023,8,2,214,31
2023-08-03,50.87,3588.21,0,2023,8,3,215,31
2023-08-04,51.26,4360.66,0,2023,8,4,216,31
2023-08-05,51.86,4573.97,0,2023,8,5,217,31
2023-08-06,50.9,4113.91,0,2023,8,6,218,31
2023-08-07,50.56,4010.34,0,2023,8,0,219,32
2023-08-08,51.3,4053.99,0,2023,8,1,220,32
2023-08-09,49.98,4506.0,0,2023,8,2,221,32
2023-08-10,49.87,4120.2,0,2023,8,3,222,32
2023-08-11,46.65,4516.24,0,2023,8,4,223,32
2023-08-12,44.81,4518.03,0,2023,8,5,224,32
2023-08-13,39.67,5751.47,1,2023,8,6,225,32
2023-08-14,43.87,4767.13,0,2023,8,0,226,33
2023-08-15,44.39,4387.09,0,2023,8,1,227,33
2023-08-16,43.95,4423.2,0,2023,8,2,228,33
2023-08-17,43.1,4834.08,0,2023,8,3,229,33
2023-08-18,41.61,4373.41,0,2023,8,4,230,33
2023-08-19,42.99,4336.58,0,2023,8,5,231,33
2023-08-20,41.1,5357.11,1,2023,8,6,232,33
2023-08-21,44.17,4796.34,0,2023,8,0,233,34
2023-08-22,43.5,4543.4,0,2023,8,1,234,34
2023-08-23,41.46,4283.13,0,2023,8,2,235,34
2023-08-24,39.22,5045.38,0,2023,8,3,236,34
2023-08-25,39.37,4614.61,0,2023,8,4,237,34
2023-08-26,38.11,4583.11,0,2023,8,5,238,34
2023-08-27,35.12,4935.36,0,2023,8,6,239,34
2023-08-28,37.72,5307.63,0,2023,8,0,240,35
2023-08-29,39.72,4645.46,0,2023,8,1,241,35
2023-08-30,38.67,4988.95,0,2023,8,2,242,35
2023-08-31,39.72,4982.36,0,2023,8,3,243,35
2023-09-01,41.7,4797.9,0,2023,9,4,244,35
2023-09-02,42.01,5030.89,0,2023,9,5,245,35
2023-09-03,40.22,4526.62,0,2023,9,6,246,35
2023-09-04,40.5,4412.17,0,2023,9,0,247,36
2023-09-05,43.08,4276.95,0,2023,9,1,248,36
2023-09-06,43.31,4541.4,0,2023,9,2,249,36
2023-09-07,56.1,3660.75,0,2023,9,3,250,36
2023-09-08,55.04,4042.49,0,2023,9,4,251,36
2023-09-09,52.2,4163.17,0,2023,9,5,252,36
2023-09-10,50.27,4542.31,0,2023,9,6,253,36
2023-09-11,50.05,4334.97,0,2023,9,0,254,37
2023-09-12,50.31,4109.9,0,2023,9,1,255,37
2023-09-13,50.6,4343.13,0,2023,9,2,256,37
2023-09-14,47.57,4062.43,0,2023,9,3,257,37
2023-09-15,47.09,4384.13,0,2023,9,4,258,37
2023-09-16,47.6,4465.87,0,2023,9,5,259,37
2023-09-17,44.43,4567.32,0,2023,9,6,260,37
2023-09-18,45.68,4590.62,0,2023,9,0,261,38
2023-09-19,46.56,4228.63,0,2023,9,1,262,38
2023-09-20,48.47,4671.87,0,2023,9,2,263,38
2023-09-21,38.52,6686.83,1,2023,9,3,264,38
2023-09-22,41.55,4191.78,0,2023,9,4,265,38
2023-09-23,41.35,4317.75,0,2023,9,5,266,38
2023-09-24,41.17,4704.26,0,2023,9,6,267,38
2023-09-25,41.57,4594.39,0,2023,9,0,268,39
2023-09-26,41.4,5249.11,0,2023,9,1,269,39
2023-09-27,40.02,4815.08,0,2023,9,2,270,39
2023-09-28,41.14,5110.71,0,2023,9,3,271,39
2023-09-29,38.6,4205.36,0,2023,9,4,272,39
2023-09-30,33.05,6586.74,1,2023,9,5,273,39
2023-10-01,36.02,5832.76,1,2023,10,6,274,39
2023-10-02,38.56,4602.57,0,2023,10,0,275,40
2023-10-03,37.83,4783.9,0,2023,10,1,276,40
2023-10-04,39.43,4351.0,0,2023,10,2,277,40
2023-10-05,40.2,4872.77,0,2023,10,3,278,40
2023-10-06,38.88,4863.38,0,2023,10,4,279,40
2023-10-07,38.65,4897.31,0,2023,10,5,280,40
2023-10-08,37.33,5149.6,0,2023,10,6,281,40
2023-10-09,39.6,5224.31,0,2023,10,0,282,41
2023-10-10,39.27,4677.63,0,2023,10,1,283,41
2023-10-11,42.0,4793.14,0,2023,10,2,284,41
2023-10-12,56.39,4018.16,0,2023,10,3,285,41
2023-10-13,53.82,4172.45,0,2023,10,4,286,41
2023-10-14,51.42,4297.01,0,2023,10,5,287,41
2023-10-15,49.41,4756.53,0,2023,10,6,288,41
2023-10-16,48.14,4205.35,0,2023,10,0,289,42
2023-10-17,50.46,3769.17,0,2023,10,1,290,42
2023-10-18,47.46,4167.45,0,2023,10,2,291,42
2023-10-19,45.1,4722.31,0,2023,10,3,292,42
2023-10-20,43.72,4571.02,0,2023,10,4,293,42
2023-10-21,44.05,4407.1,0,2023,10,5,294,42
2023-10-22,37.06,5734.38,1,2023,10,6,295,42
2023-10-23,40.36,4798.19,0,2023,10,0,296,43
2023-10-24,38.37,5024.85,0,2023,10,1,297,43
2023-10-25,38.95,4894.09,0,2023,10,2,298,43
2023-10-26,37.75,4786.45,0,2023,10,3,299,43
2023-10-27,34.19,5084.7,0,2023,10,4,300,43
2023-10-28,35.72,5006.21,0,2023,10,5,301,43
2023-10-29,36.82,4965.67,0,2023,10,6,302,43
2023-10-30,36.25,4582.43,0,2023,10,0,303,44
2023-10-31,35.82,5018.24,0,2023,10,1,304,44
2023-11-01,34.58,4888.73,0,2023,11,2,305,44
2023-11-02,36.91,5216.69,0,2023,11,3,306,44
2023-11-03,38.76,4851.82,0,2023,11,4,307,44
2023-11-04,37.46,5127.73,0,2023,11,5,308,44
2023-11-05,37.08,4805.54,0,2023,11,6,309,44
2023-11-06,37.53,4793.87,0,2023,11,0,310,45
2023-11-07,40.19,5188.62,0,2023,11,1,311,45
2023-11-08,40.31,4865.18,0,2023,11,2,312,45
2023-11-09,38.11,4630.1,0,2023,11,3,313,45
2023-11-10,38.36,5101.27,0,2023,11,4,314,45
2023-11-11,35.9,4794.99,0,2023,11,5,315,45
2023-11-12,37.2,4957.94,0,2023,11,6,316,45
2023-11-13,39.39,5331.28,0,2023,11,0,317,46
2023-11-14,40.79,4281.31,0,2023,11,1,318,46
2023-11-15,40.18,4688.07,0,2023,11,2,319,46
2023-11-16,37.63,4991.11,0,2023,11,3,320,46
2023-11-17,34.61,5248.83,0,2023,11,4,321,46
2023-11-18,32.21,4766.91,0,2023,11,5,322,46
2023-11-19,24.51,6336.0,1,2023,11,6,323,46
2023-11-20,30.73,5540.82,0,2023,11,0,324,47
2023-11-21,31.16,4976.05,0,2023,11,1,325,47
2023-11-22,32.93,4874.67,0,2023,11,2,326,47
2023-11-23,34.94,5467.96,0,2023,11,3,327,47
2023-11-24,34.37,5052.2,0,2023,11,4,328,47
2023-11-25,34.09,5068.31,0,2023,11,5,329,47
2023-11-26,33.05,5043.61,0,2023,11,6,330,47
2023-11-27,28.98,6179.27,1,2023,11,0,331,48
2023-11-28,33.99,5253.09,0,2023,11,1,332,48
2023-11-29,33.74,5185.68,0,2023,11,2,333,48
2023-11-30,33.48,5126.51,0,2023,11,3,334,48
2023-12-01,33.88,5021.05,0,2023,12,4,335,48
2023-12-02,35.64,4880.14,0,2023,12,5,336,48
2023-12-03,34.62,5292.61,0,2023,12,6,337,48
2023-12-04,34.95,4960.33,0,2023,12,0,338,49
2023-12-05,35.72,4944.95,0,2023,12,1,339,49
2023-12-06,37.68,5024.91,0,2023,12,2,340,49
2023-12-07,36.98,4963.28,0,2023,12,3,341,49
2023-12-08,35.77,5454.1,0,2023,12,4,342,49
2023-12-09,35.24,4459.49,0,2023,12,5,343,49
2023-12-10,31.63,6479.35,1,2023,12,6,344,49
2023-12-11,39.81,4547.6,0,2023,12,0,345,50
2023-12-12,36.57,4638.69,0,2023,12,1,346,50
2023-12-13,34.51,4887.54,0,2023,12,2,347,50
2023-12-14,32.23,6566.11,1,2023,12,3,348,50
2023-12-15,34.45,5057.35,0,2023,12,4,349,50
2023-12-16,35.41,4524.32,0,2023,12,5,350,50
2023-12-17,33.42,4916.48,0,2023,12,6,351,50
2023-12-18,31.64,5252.16,0,2023,12,0,352,51
2023-12-19,32.08,4882.69,0,2023,12,1,353,51
2023-12-20,31.7,4830.39,0,2023,12,2,354,51
2023-12-21,33.14,4415.93,0,2023,12,3,355,51
2023-12-22,30.89,6341.97,1,2023,12,4,356,51
2023-12-23,33.76,4717.29,0,2023,12,5,357,51
2023-12-24,33.0,4804.99,0,2023,12,6,358,51
2023-12-25,36.2,4858.41,0,2023,12,0,359,52
2023-12-26,33.73,4883.71,0,2023,12,1,360,52
2023-12-27,34.26,4686.89,0,2023,12,2,361,52
2023-12-28,31.94,4518.38,0,2023,12,3,362,52
2023-12-29,30.73,5303.99,0,2023,12,4,363,52
2023-12-30,30.73,5439.25,0,2023,12,5,364,52
2023-12-31,34.23,4919.48,0,2023,12,6,365,52
2024-01-01,34.77,4931.67,0,2024,1,0,1,1
2024-01-02,34.0,5050.69,0,2024,1,1,2,1
2024-01-03,35.03,5472.07,0,2024,1,2,3,1
2024-01-04,35.34,4512.59,0,2024,1,3,4,1
2024-01-05,34.85,4883.36,0,2024,1,4,5,1
2024-01-06,33.19,4573.8,0,2024,1,5,6,1
2024-01-07,36.31,5043.21,0,2024,1,6,7,1
2024-01-08,36.64,4874.69,0,2024,1,0,8,2
2024-01-09,39.79,4821.58,0,2024,1,1,9,2
2024-01-10,40.08,4792.16,0,2024,1,2,10,2
2024-01-11,39.61,5066.77,0,2024,1,3,11,2
2024-01-12,37.7,5026.59,0,2024,1,4,12,2
2024-01-13,35.25,5236.75,0,2024,1,5,13,2
2024-01-14,31.07,6102.64,1,2024,1,6,14,2
2024-01-15,32.86,5465.13,0,2024,1,0,15,3
2024-01-16,34.08,4829.2,0,2024,1,1,16,3
2024-01-17,32.54,6156.88,1,2024,1,2,17,3
2024-01-18,34.88,5087.02,0,2024,1,3,18,3
2024-01-19,31.93,6577.55,1,2024,1,4,19,3
2024-01-20,31.56,6172.1,1,2024,1,5,20,3
2024-01-21,32.75,5060.57,0,2024,1,6,21,3
2024-01-22,31.36,5628.36,0,2024,1,0,22,4
2024-01-23,28.43,4887.93,0,2024,1,1,23,4
2024-01-24,29.57,5717.0,0,2024,1,2,24,4
2024-01-25,30.69,5142.93,0,2024,1,3,25,4
2024-01-26,32.98,4399.6,0,2024,1,4,26,4
2024-01-27,34.3,4624.96,0,2024,1,5,27,4
2024-01-28,35.38,4691.81,0,2024,1,6,28,4
2024-01-29,33.62,4881.98,0,2024,1,0,29,5
2024-01-30,34.69,4984.22,0,2024,1,1,30,5
2024-01-31,37.28,4075.07,0,2024,1,2,31,5
2024-02-01,37.44,4934.17,0,2024,2,3,32,5
2024-02-02,37.57,5772.56,1,2024,2,4,33,5
2024-02-03,37.86,6589.61,1,2024,2,5,34,5
2024-02-04,40.11,4663.65,0,2024,2,6,35,5
2024-02-05,38.24,5120.99,0,2024,2,0,36,6
2024-02-06,36.88,5239.11,0,2024,2,1,37,6
2024-02-07,34.82,5334.17,0,2024,2,2,38,6
2024-02-08,34.86,4837.17,0,2024,2,3,39,6
2024-02-09,37.44,4704.32,0,2024,2,4,40,6
2024-02-10,32.09,6473.11,1,2024,2,5,41,6
2024-02-11,33.37,5272.56,0,2024,2,6,42,6
2024-02-12,34.14,4889.75,0,2024,2,0,43,7
2024-02-13,33.44,5042.07,0,2024,2,1,44,7
2024-02-14,33.36,5164.18,0,2024,2,2,45,7
2024-02-15,33.2,4818.6,0,2024,2,3,46,7
2024-02-16,33.35,4791.93,0,2024,2,4,47,7
2024-02-17,32.65,5070.15,0,2024,2,5,48,7
2024-02-18,31.94,5145.15,0,2024,2,6,49,7
2024-02-19,34.0,5180.2,0,2024,2,0,50,8
2024-02-20,35.57,5173.08,0,2024,2,1,51,8
2024-02-21,33.01,4769.83,0,2024,2,2,52,8
2024-02-22,29.16,5048.25,0,2024,2,3,53,8
2024-02-23,32.25,4846.34,0,2024,2,4,54,8
2024-02-24,31.04,5621.56,0,2024,2,5,55,8
2024-02-25,32.46,5090.84,0,2024,2,6,56,8
2024-02-26,30.91,5209.38,0,2024,2,0,57,9
2024-02-27,34.26,5054.36,0,2024,2,1,58,9
2024-02-28,38.63,4603.83,0,2024,2,2,59,9
2024-02-29,38.31,5303.73,0,2024,2,3,60,9
2024-03-01,35.34,6475.73,1,2024,3,4,61,9
2024-03-02,37.33,4895.35,0,2024,3,5,62,9
2024-03-03,38.78,4479.24,0,2024,3,6,63,9
2024-03-04,39.62,4420.5,0,2024,3,0,64,10
2024-03-05,40.97,4608.58,0,2024,3,1,65,10
2024-03-06,39.57,4561.38,0,2024,3,2,66,10
2024-03-07,38.09,5751.49,1,2024,3,3,67,10
2024-03-08,39.2,4678.54,0,2024,3,4,68,10
2024-03-09,37.81,4794.78,0,2024,3,5,69,10
2024-03-10,34.45,6338.57,1,2024,3,6,70,10
2024-03-11,34.22,6151.57,1,2024,3,0,71,11
2024-03-12,39.71,4461.99,0,2024,3,1,72,11
2024-03-13,38.24,4546.27,0,2024,3,2,73,11
2024-03-14,38.94,5167.0,0,2024,3,3,74,11
2024-03-15,37.87,4481.2,0,2024,3,4,75,11
2024-03-16,38.32,4942.97,0,2024,3,5,76,11
2024-03-17,37.32,5039.73,0,2024,3,6,77,11
2024-03-18,35.42,4942.61,0,2024,3,0,78,12
2024-03-19,36.61,5449.89,0,2024,3,1,79,12
2024-03-20,36.29,5085.96,0,2024,3,2,80,12
2024-03-21,36.8,5462.76,0,2024,3,3,81,12
2024-03-22,36.07,4751.38,0,2024,3,4,82,12
2024-03-23,34.21,4849.38,0,2024,3,5,83,12
2024-03-24,36.56,5080.18,0,2024,3,6,84,12
2024-03-25,37.75,4783.86,0,2024,3,0,85,13
2024-03-26,36.73,5419.41,0,2024,3,1,86,13
2024-03-27,37.08,4998.59,0,2024,3,2,87,13
2024-03-28,38.92,4490.55,0,2024,3,3,88,13
2024-03-29,38.12,4323.09,0,2024,3,4,89,13
2024-03-30,37.95,4828.93,0,2024,3,5,90,13
2024-03-31,38.82,4782.04,0,2024,3,6,91,13
2024-04-01,38.55,4916.65,0,2024,4,0,92,14
2024-04-02,40.49,5088.56,0,2024,4,1,93,14
2024-04-03,40.46,5050.59,0,2024,4,2,94,14
2024-04-04,39.65,4593.85,0,2024,4,3,95,14
2024-04-05,37.37,5587.37,1,2024,4,4,96,14
2024-04-06,39.87,4386.1,0,2024,4,5,97,14
2024-04-07,43.68,4344.96,0,2024,4,6,98,14
2024-04-08,45.72,4353.93,0,2024,4,0,99,15
2024-04-09,45.54,4564.43,0,2024,4,1,100,15
2024-04-10,39.36,5520.86,1,2024,4,2,101,15
2024-04-11,44.93,4587.57,0,2024,4,3,102,15
2024-04-12,43.32,4692.84,0,2024,4,4,103,15
2024-04-13,43.27,4629.63,0,2024,4,5,104,15
2024-04-14,41.29,4346.7,0,2024,4,6,105,15
2024-04-15,41.94,4793.43,0,2024,4,0,106,16
2024-04-16,42.82,5233.38,0,2024,4,1,107,16
2024-04-17,41.46,4750.85,0,2024,4,2,108,16
2024-04-18,40.08,3859.99,0,2024,4,3,109,16
2024-04-19,34.78,6781.76,1,2024,4,4,110,16
2024-04-20,38.2,5856.98,1,2024,4,5,111,16
2024-04-21,39.48,5455.88,0,2024,4,6,112,16
2024-04-22,39.1,4829.67,0,2024,4,0,113,17
2024-04-23,39.61,4263.88,0,2024,4,1,114,17
2024-04-24,39.99,4130.87,0,2024,4,2,115,17
2024-04-25,41.04,5160.14,0,2024,4,3,116,17
2024-04-26,40.18,5072.77,0,2024,4,4,117,17
2024-04-27,38.57,5489.37,0,2024,4,5,118,17
2024-04-28,37.32,4887.12,0,2024,4,6,119,17
2024-04-29,37.71,4847.51,0,2024,4,0,120,18
2024-04-30,33.15,6182.52,1,2024,4,1,121,18
2024-05-01,35.67,6006.62,1,2024,5,2,122,18
2024-05-02,41.96,4534.48,0,2024,5,3,123,18
2024-05-03,41.9,4720.23,0,2024,5,4,124,18
2024-05-04,35.99,5716.18,1,2024,5,5,125,18
2024-05-05,40.0,5347.31,1,2024,5,6,126,18
2024-05-06,42.73,4661.49,0,2024,5,0,127,19
2024-05-07,43.31,4324.81,0,2024,5,1,128,19
2024-05-08,44.66,3545.38,0,2024,5,2,129,19
2024-05-09,46.12,4609.82,0,2024,5,3,130,19
2024-05-10,47.3,4052.82,0,2024,5,4,131,19
2024-05-11,49.65,4466.22,0,2024,5,5,132,19
2024-05-12,42.99,5839.77,1,2024,5,6,133,19
2024-05-13,50.92,4288.93,0,2024,5,0,134,20
2024-05-14,47.65,5116.4,0,2024,5,1,135,20
2024-05-15,49.55,4231.28,0,2024,5,2,136,20
2024-05-16,47.04,4312.27,0,2024,5,3,137,20
2024-05-17,45.31,4689.36,0,2024,5,4,138,20
2024-05-18,44.24,4521.43,0,2024,5,5,139,20
2024-05-19,43.24,4936.11,0,2024,5,6,140,20
2024-05-20,42.92,4223.3,0,2024,5,0,141,21
2024-05-21,41.64,4292.12,0,2024,5,1,142,21
2024-05-22,42.84,4837.84,0,2024,5,2,143,21
2024-05-23,41.6,4320.57,0,2024,5,3,144,21
2024-05-24,42.58,4803.98,0,2024,5,4,145,21
2024-05-25,44.62,4629.8,0,2024,5,5,146,21
2024-05-26,43.32,4375.87,0,2024,5,6,147,21
2024-05-27,44.24,4648.37,0,2024,5,0,148,22
2024-05-28,44.66,4146.86,0,2024,5,1,149,22
2024-05-29,47.63,4068.38,0,2024,5,2,150,22
2024-05-30,45.73,4392.14,0,2024,5,3,151,22
2024-05-31,46.51,4448.09,0,2024,5,4,152,22
2024-06-01,43.58,4479.95,0,2024,6,5,153,22
2024-06-02,43.37,4711.53,0,2024,6,6,154,22
2024-06-03,44.63,4635.2,0,2024,6,0,155,23
2024-06-04,47.18,4849.76,0,2024,6,1,156,23
2024-06-05,45.13,4464.87,0,2024,6,2,157,23
2024-06-06,56.86,4265.15,0,2024,6,3,158,23
2024-06-07,55.82,4235.3,0,2024,6,4,159,23
2024-06-08,52.71,4802.82,0,2024,6,5,160,23
2024-06-09,52.88,4067.7,0,2024,6,6,161,23
2024-06-10,55.08,3869.73,0,2024,6,0,162,24
2024-06-11,62.92,3981.15,0,2024,6,1,163,24
2024-06-12,61.13,3808.9,0,2024,6,2,164,24
2024-06-13,58.12,4228.38,0,2024,6,3,165,24
2024-06-14,56.37,4146.78,0,2024,6,4,166,24
2024-06-15,57.58,3238.81,0,2024,6,5,167,24
2024-06-16,55.5,4087.76,0,2024,6,6,168,24
2024-06-17,56.21,4032.96,0,2024,6,0,169,25
2024-06-18,55.95,3992.55,0,2024,6,1,170,25
2024-06-19,53.28,4046.4,0,2024,6,2,171,25
2024-06-20,50.96,3724.36,0,2024,6,3,172,25
2024-06-21,48.55,4584.9,0,2024,6,4,173,25
2024-06-22,46.65,4529.76,0,2024,6,5,174,25
2024-06-23,47.13,4724.24,0,2024,6,6,175,25
2024-06-24,46.83,3947.03,0,2024,6,0,176,26
2024-06-25,44.16,4693.95,0,2024,6,1,177,26
2024-06-26,42.11,4574.21,0,2024,6,2,178,26
2024-06-27,43.21,4632.8,0,2024,6,3,179,26
2024-06-28,43.19,4523.53,0,2024,6,4,180,26
2024-06-29,43.68,4728.84,0,2024,6,5,181,26
2024-06-30,44.89,4456.86,0,2024,6,6,182,26
2024-07-01,41.63,4353.16,0,2024,7,0,183,27
2024-07-02,40.9,4730.81,0,2024,7,1,184,27
2024-07-03,46.24,4373.82,0,2024,7,2,185,27
2024-07-04,45.85,4432.32,0,2024,7,3,186,27
2024-07-05,42.63,3662.06,0,2024,7,4,187,27
2024-07-06,39.78,6309.94,1,2024,7,5,188,27
2024-07-07,41.59,5564.22,1,2024,7,6,189,27
2024-07-08,46.56,4017.67,0,2024,7,0,190,28
2024-07-09,47.99,4627.26,0,2024,7,1,191,28
2024-07-10,47.89,4546.45,0,2024,7,2,192,28
2024-07-11,46.83,4310.33,0,2024,7,3,193,28
2024-07-12,47.87,4010.61,0,2024,7,4,194,28
2024-07-13,43.74,4616.2,0,2024,7,5,195,28
2024-07-14,42.13,4680.39,0,2024,7,6,196,28
2024-07-15,42.28,4913.32,0,2024,7,0,197,29
2024-07-16,40.96,4568.88,0,2024,7,1,198,29
2024-07-17,41.04,5056.72,0,2024,7,2,199,29
2024-07-18,43.1,4432.69,0,2024,7,3,200,29
2024-07-19,43.35,4178.7,0,2024,7,4,201,29
2024-07-20,45.22,4149.27,0,2024,7,5,202,29
2024-07-21,44.75,4493.76,0,2024,7,6,203,29
2024-07-22,45.57,4452.02,0,2024,7,0,204,30
2024-07-23,41.32,6008.34,1,2024,7,1,205,30
2024-07-24,36.67,5943.16,1,2024,7,2,206,30
2024-07-25,45.11,4787.61,0,2024,7,3,207,30
2024-07-26,43.35,4504.17,0,2024,7,4,208,30
2024-07-27,43.78,3962.02,0,2024,7,5,209,30
2024-07-28,44.83,4472.35,0,2024,7,6,210,30
2024-07-29,41.12,5016.28,1,2024,7,0,211,31
2024-07-30,43.58,4652.67,0,2024,7,1,212,31
2024-07-31,45.48,4792.92,0,2024,7,2,213,31
2024-08-01,43.9,4258.96,0,2024,8,3,214,31
2024-08-02,45.6,4895.55,0,2024,8,4,215,31
2024-08-03,46.48,4678.87,0,2024,8,5,216,31
2024-08-04,47.61,4731.67,0,2024,8,6,217,31
2024-08-05,45.42,4535.88,0,2024,8,0,218,32
2024-08-06,46.61,4121.47,0,2024,8,1,219,32
2024-08-07,48.2,4574.12,0,2024,8,2,220,32
2024-08-08,47.95,4165.0,0,2024,8,3,221,32
2024-08-09,43.82,5817.58,1,2024,8,4,222,32
2024-08-10,47.51,4323.06,0,2024,8,5,223,32
2024-08-11,47.11,4731.94,0,2024,8,6,224,32
2024-08-12,44.02,4768.13,0,2024,8,0,225,33
2024-08-13,42.88,4581.79,0,2024,8,1,226,33
2024-08-14,42.48,4040.29,0,2024,8,2,227,33
2024-08-15,45.1,4304.6,0,2024,8,3,228,33
2024-08-16,46.5,4636.09,0,2024,8,4,229,33
2024-08-17,47.33,4467.41,0,2024,8,5,230,33
